1	11	0	0	0	0	0	
2	11	0	0	0	0	0	
3	11	0	0	0	0	0	
4	11	0	0	0	0	0	
5	11	0	0	0	0	0	
6	11	0	0	0	0	0	
8	11	0	0	0	0	0	
9	11	0	0	0	0	0	
10	11	0	0	0	0	0	
11	11	0	0	0	0	0	
12	11	0	0	0	0	0	
13	11	0	0	0	0	0	
14	11	0	0	0	0	0	
15	11	0	0	0	0	0	
16	11	0	0	0	0	0	
17	7	11	0	0	0	0	
18	7	11	0	0	0	0	
19	2	3	7	11	0	0	
21	11	0	0	0	0	0	
22	11	0	0	0	0	0	
23	11	0	0	0	0	0	
24	11	0	0	0	0	0	
26	11	0	0	0	0	0	
27	11	0	0	0	0	0	
28	11	0	0	0	0	0	
29	7	11	0	0	0	0	
30	7	11	0	0	0	0	
32	7	11	0	0	0	0	
33	11	0	0	0	0	0	
35	11	0	0	0	0	0	
36	11	0	0	0	0	0	
39	11	0	0	0	0	0	
40	11	0	0	0	0	0	
43	11	0	0	0	0	0	
44	11	0	0	0	0	0	
45	11	0	0	0	0	0	
46	11	0	0	0	0	0	
47	11	0	0	0	0	0	
48	11	0	0	0	0	0	
49	11	0	0	0	0	0	
50	11	0	0	0	0	0	
52	7	11	0	0	0	0	
53	11	0	0	0	0	0	
54	7	11	0	0	0	0	
55	11	0	0	0	0	0	
56	11	0	0	0	0	0	
57	11	0	0	0	0	0	
58	2	3	4	7	11	0	
59	11	0	0	0	0	0	
60	11	0	0	0	0	0	
61	7	11	0	0	0	0	
62	11	0	0	0	0	0	
65	11	0	0	0	0	0	
66	11	0	0	0	0	0	
68	11	0	0	0	0	0	
69	11	0	0	0	0	0	
70	11	0	0	0	0	0	
71	11	0	0	0	0	0	
72	11	0	0	0	0	0	
74	7	11	0	0	0	0	
75	11	0	0	0	0	0	
77	11	0	0	0	0	0	
78	11	0	0	0	0	0	
79	11	0	0	0	0	0	
82	11	0	0	0	0	0	
84	11	0	0	0	0	0	
85	11	0	0	0	0	0	
87	11	0	0	0	0	0	
97	11	0	0	0	0	0	
98	11	0	0	0	0	0	
99	11	0	0	0	0	0	
103	11	0	0	0	0	0	
104	11	0	0	0	0	0	
105	11	0	0	0	0	0	
106	11	0	0	0	0	0	
109	11	0	0	0	0	0	
110	11	0	0	0	0	0	
111	7	11	0	0	0	0	
112	11	0	0	0	0	0	
113	11	0	0	0	0	0	
114	11	0	0	0	0	0	
118	11	0	0	0	0	0	
119	11	0	0	0	0	0	
122	11	0	0	0	0	0	
123	11	0	0	0	0	0	
124	11	0	0	0	0	0	
125	11	0	0	0	0	0	
127	11	0	0	0	0	0	
128	11	0	0	0	0	0	
130	11	0	0	0	0	0	
132	11	0	0	0	0	0	
133	11	0	0	0	0	0	
135	11	0	0	0	0	0	
137	11	0	0	0	0	0	
138	11	0	0	0	0	0	
139	11	0	0	0	0	0	
140	11	0	0	0	0	0	
143	11	0	0	0	0	0	
144	11	0	0	0	0	0	
146	11	0	0	0	0	0	
147	11	0	0	0	0	0	
149	11	0	0	0	0	0	
150	11	0	0	0	0	0	
152	11	0	0	0	0	0	
155	11	0	0	0	0	0	
156	11	0	0	0	0	0	
157	11	0	0	0	0	0	
159	11	0	0	0	0	0	
160	11	0	0	0	0	0	
162	11	0	0	0	0	0	
163	11	0	0	0	0	0	
164	11	0	0	0	0	0	
165	11	0	0	0	0	0	
166	11	0	0	0	0	0	
167	11	0	0	0	0	0	
168	11	0	0	0	0	0	
170	7	11	0	0	0	0	
171	11	0	0	0	0	0	
178	11	0	0	0	0	0	
179	11	0	0	0	0	0	
180	11	0	0	0	0	0	
181	2	3	4	5	7	11	
182	11	0	0	0	0	0	
184	11	0	0	0	0	0	
185	11	0	0	0	0	0	
187	7	11	0	0	0	0	
190	11	0	0	0	0	0	
191	11	0	0	0	0	0	
194	11	0	0	0	0	0	
196	11	0	0	0	0	0	
197	11	0	0	0	0	0	
199	11	0	0	0	0	0	
200	11	0	0	0	0	0	
201	11	0	0	0	0	0	
202	11	0	0	0	0	0	
207	11	0	0	0	0	0	
214	11	0	0	0	0	0	
225	11	0	0	0	0	0	
226	11	0	0	0	0	0	
228	11	0	0	0	0	0	
229	11	0	0	0	0	0	
231	11	0	0	0	0	0	
236	11	0	0	0	0	0	
237	11	0	0	0	0	0	
243	7	11	0	0	0	0	
247	11	0	0	0	0	0	
249	11	0	0	0	0	0	
253	7	11	0	0	0	0	
254	11	0	0	0	0	0	
257	2	3	7	11	0	0	
259	11	0	0	0	0	0	
262	11	0	0	0	0	0	
263	11	0	0	0	0	0	
268	11	0	0	0	0	0	
269	7	11	0	0	0	0	
273	11	0	0	0	0	0	
