% File Generated: 02-Feb-2012 01:11:10
% Dataset Collection: World Monthly Surface Station Climatology
% Type: TAVG - Monthly
% Version: LATEST
% Dataset Hash: 67f81e232bae4826df3d06d1b8a40739
% 
% ------------------------------------
% 
% This file is a plain text export of a portion of the temperature data contained 
% in Berkeley Earth Surface Temperature Analysis.
% 
% The associated dataset name is shown above, while this file should have the 
% name
% 
% 	data_characterization.txt
% 
% For general information about this data product, please refer to the data set 
% readme file: README.txt
% 
% The current file contains summary data about the information available in each 
% station's temperature time series.  The main temperature data, other secondary 
% data, and station metadata can be found in other files in the same directory 
% and should be distributed together.
% 
% The columns contained in this file are as follows:
% 
% {'Station ID', 'Series Number', 'Number of Data Points', ...
%     'Earliest Date', 'Most Recent Date', 'Unique Times', 'Missing Values', ...
%     'TOB Values', 'Contrib Values', 'Max Value', 'Min Value', 'Mean', 'Median', 
% ...
%     'First Quartile', 'Last Quartile', 'Standard Deviation', 'Bad Flags'
% 
% 	Station ID: A unique integer identifying each station.  Metadata for the site 
% is contained in the associated files labeled "site_summary" or "site_detail".
% 
% 	Series Number: An integer identifying each time series at the specified site.  
% In many cases there is only one time series for each site, and it is labeled 
% "1".  However, sometimes there are multiple instruments or multiple techniques 
% used to report temperature at a given location.  
% 
% 	Number of Data Points: The number of data points reported.  Note that some 
% data products allow for the possibility that multiple values (e.g. an original 
% value and a corrected one) were reported for the same day so the number of data 
% points may be greater than the number of unique time points.  See "data.txt" 
% for additional information on multiply-valued series, if relevant.
% 
% 	Earliest Date: The earliest date for which data is reported.
% 
% 	Most Recent Date: The most recent date for which data is reported.
% 
% 	Unique Times: The number of unique dates reporting data.
% 
% 	Missing Values: The number of reporting oportunities between the earliest and 
% most recent date for which there is no data reported.
% 
% 	TOB Values Known: The number of data values where a time of observation is 
% also reported.  Time of observation defines the local climatological day.  
% Rather than reporting midnight-to-midnight values, it is not uncommon for low 
% tech stations to be recorded every morning.  In which case the local 
% climatological day may run from 6AM-to-6AM.  Local time of observation may 
% change a number of times during the history of a station.  TOB values are most 
% often reported for US stations and are only rarely available in other parts of 
% the world.
% 
% 	Underlying Values Known: The number of data values for which the underlying 
% number of observations that contributed to the current value were reported.  
% Monthly or daily averages often derive from underyling data recorded daily, 
% hourly, or at some other frequency.  When possible, we report the number of 
% underlying values that were combined into the current data point.
% 
% 	Max Value: The highest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Min Value: The lowest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Mean: The mean temperature reported in this record.  Temperature in Celsius. 
% 
% 	Median: The median temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	First Quartile: The temperature at which 1/4 of the reported data is below 
% this value.  Temperature in Celsius. 
% 
% 	Last Quartile: The temperature at which 1/4 of the reported data is above this 
% value.  Temperature in Celsius. 
% 
% 	Standard Deviation: The standard deviation of the temperature data in degrees 
% Celsius.
% 
% 	Bad Flags: The number of data values in the current data set that quality 
% control processes suggested are bad.
% 
% 
% ------------------------------------
% Station ID, Series Number, Number of Data Points, Earliest Date, Most Recent Date, Unique Times, Missing Values, TOB Values Known, Underyling Values Known, Max Value, Min Value, Mean, Median, First Quartile, Last Quartile, Standard Deviation, Bad Flags
% 
29	1	11	1984.125	1985.958	11	12	0	0	 -7.800	-31.600	-21.091	-21.900	-27.900	-16.800	  7.340	0	
30	1	92	1980.125	1987.958	92	3	0	0	 -1.100	-32.000	-17.285	-19.150	-23.800	-10.300	  8.121	0	
32	1	34	1982.042	1987.958	34	38	0	0	-10.700	-37.400	-25.344	-27.100	-31.100	-19.100	  7.462	0	
33	1	32	1963.208	1965.792	32	0	0	0	 -7.400	-44.000	-27.759	-31.250	-34.900	-22.000	  8.667	0	
35	1	35	1980.125	1982.958	35	0	0	0	-28.400	-68.200	-51.209	-54.600	-60.200	-41.500	 11.390	0	
36	1	81	1980.125	1987.958	81	14	0	0	-27.100	-69.700	-51.191	-54.600	-60.900	-41.300	 11.842	0	
39	1	17	1986.208	1987.542	17	0	0	0	  6.100	-20.000	-10.624	-15.300	-18.600	 -4.900	  8.785	0	
40	1	8	1957.292	1957.875	8	0	0	0	-36.600	-58.000	-48.987	-50.200	-53.000	-48.000	  6.596	0	
43	1	23	1986.125	1987.958	23	0	0	0	 -5.000	-29.200	-18.187	-18.900	-25.000	-11.200	  7.830	0	
44	1	31	1960.042	1962.958	31	5	0	0	 -6.200	-29.700	-18.845	-20.300	-26.700	-12.300	  8.031	0	
45	1	17	1960.042	1978.708	17	208	0	0	 -4.600	-28.900	-16.218	-14.900	-23.400	 -9.100	  8.479	0	
46	1	23	1959.208	1961.042	23	0	0	0	 -3.800	-27.800	-16.074	-17.800	-21.400	-11.900	  6.995	0	
47	1	35	1983.125	1987.958	35	24	0	0	-21.900	-55.900	-39.874	-41.400	-48.700	-32.000	 10.009	0	
48	1	21	1985.042	1987.708	21	12	0	0	-16.400	-41.800	-28.105	-28.900	-36.000	-20.200	  8.479	0	
49	1	48	1956.042	1959.958	48	0	0	0	  1.800	-22.600	 -6.887	 -4.900	-12.900	 -1.500	  6.841	0	
50	1	27	1985.042	1987.958	27	9	0	0	-12.100	-34.000	-23.289	-23.700	-30.000	-15.900	  7.316	0	
52	1	27	1985.792	1987.958	27	0	0	0	  5.500	-29.600	-12.448	-12.700	-21.100	 -4.200	 10.402	0	
53	1	11	1987.125	1987.958	11	0	0	0	 -1.600	-16.400	-10.218	-10.800	-16.100	 -7.700	  5.365	0	
54	1	86	1980.125	1987.958	86	9	0	0	 -1.700	-24.800	-13.317	-14.400	-17.600	 -8.800	  5.701	0	
55	1	93	1975.875	1983.542	93	0	0	0	  2.800	-19.400	 -3.653	 -2.500	 -6.800	  0.000	  4.777	0	
56	1	65	1944.208	1959.708	65	122	0	0	  2.200	-12.800	 -3.798	 -3.700	 -7.200	 -0.400	  3.773	0	
57	1	1	1973.208	1973.208	1	0	0	0	 -5.700	 -5.700	 -5.700	 -5.700	 -5.700	 -5.700	  0.000	0	
58	1	131	1966.625	1985.375	131	95	0	0	  5.000	-13.600	 -3.857	 -3.400	 -6.800	 -0.800	  3.653	0	
59	1	373	1945.208	1979.625	373	41	0	0	  2.400	-18.600	 -5.957	 -5.700	-10.300	 -1.700	  4.919	0	
60	1	96	1952.375	1960.292	96	0	0	0	  3.600	-17.100	 -5.700	 -5.450	 -9.600	 -1.000	  5.345	0	
61	1	74	1966.625	1977.708	74	60	0	0	  4.500	-11.800	 -3.896	 -2.800	 -6.700	 -0.300	  3.807	0	
62	1	25	1968.292	1970.958	25	8	0	0	 20.600	 13.900	 17.188	 16.800	 15.500	 18.300	  1.847	0	
65	1	39	2001.458	2004.958	39	4	0	0	 15.900	 -4.400	  6.597	  6.700	  2.700	 10.500	  5.061	0	
66	1	16	1973.625	1974.958	16	1	0	0	 13.400	  1.400	  7.981	  8.050	  3.800	 12.300	  4.250	0	
68	1	23	1999.042	2004.125	23	39	0	0	 24.800	  5.400	 15.161	 15.300	 10.400	 20.400	  5.848	0	
69	1	2	1999.625	1999.875	2	2	0	0	 14.900	  9.800	 12.350	 12.350	  9.800	 14.900	  3.606	0	
70	1	49	1977.042	1981.042	49	0	0	0	 23.700	  9.300	 16.833	 17.100	 12.300	 21.400	  4.441	0	
71	1	10	1948.625	1978.542	10	350	0	0	 17.800	 11.800	 14.020	 13.350	 12.800	 15.400	  1.872	0	
72	1	1	1977.125	1977.125	1	0	0	0	 19.000	 19.000	 19.000	 19.000	 19.000	 19.000	  0.000	0	
74	1	155	1951.042	1964.375	155	6	0	0	 28.300	  7.900	 17.096	 17.300	 11.800	 22.500	  5.728	0	
75	1	17	1991.542	1994.542	17	20	0	0	 25.200	  8.700	 16.600	 14.900	 11.800	 19.400	  5.004	0	
77	1	29	1991.708	2004.708	29	128	0	0	 28.000	 10.000	 19.966	 19.900	 15.100	 23.300	  4.876	0	
78	1	6	1968.292	1969.625	6	11	0	0	 24.900	 13.200	 16.867	 15.150	 14.400	 18.400	  4.311	0	
79	1	7	2004.125	2004.958	7	4	0	0	 25.900	 15.800	 23.329	 24.700	 22.700	 25.500	  3.547	0	
82	1	18	1998.292	2003.792	18	49	0	0	 26.500	 15.700	 20.167	 20.400	 17.500	 22.400	  3.463	0	
84	1	1	1992.542	1992.542	1	0	0	0	 13.700	 13.700	 13.700	 13.700	 13.700	 13.700	  0.000	0	
85	1	1	1993.958	1993.958	1	0	0	0	 25.700	 25.700	 25.700	 25.700	 25.700	 25.700	  0.000	0	
87	1	31	1970.042	1972.542	31	0	0	0	 27.300	 22.800	 25.268	 25.200	 24.300	 26.200	  1.350	0	
97	1	4	1994.042	1994.458	4	2	0	0	 11.100	  9.800	 10.500	 10.550	  9.800	 10.600	  0.535	0	
98	1	99	1957.125	2004.958	99	476	0	0	 27.700	 22.100	 25.665	 26.200	 24.500	 26.800	  1.480	0	
99	1	30	1961.042	1965.958	30	30	0	0	 26.500	 21.100	 23.907	 24.000	 23.200	 24.600	  1.215	0	
103	1	2	1999.875	2000.458	2	6	0	0	 28.200	 25.600	 26.900	 26.900	 25.600	 28.200	  1.838	0	
104	1	61	1956.042	1997.208	61	434	0	0	 27.500	 23.800	 26.234	 26.400	 25.600	 26.900	  0.884	0	
105	1	21	1999.625	2004.958	21	44	0	0	 29.000	 25.400	 26.924	 27.000	 25.900	 27.700	  0.939	0	
106	1	1	1999.875	1999.875	1	0	0	0	 21.100	 21.100	 21.100	 21.100	 21.100	 21.100	  0.000	0	
109	1	33	1976.458	1980.458	33	16	0	0	 26.800	 21.400	 23.585	 23.500	 22.900	 23.800	  1.129	0	
110	1	45	1977.375	1984.708	45	44	0	0	 31.900	 20.000	 26.364	 27.000	 24.800	 27.800	  2.363	0	
111	1	21	1961.375	1968.042	21	60	0	0	 27.400	 19.600	 23.719	 24.800	 20.600	 26.200	  2.799	0	
112	1	2	1998.625	2000.542	2	22	0	0	 21.600	 21.500	 21.550	 21.550	 21.500	 21.600	  0.071	0	
113	1	20	1979.375	1985.042	20	49	0	0	 27.100	 24.200	 25.740	 25.700	 25.200	 26.200	  0.729	0	
114	1	43	1977.625	2004.375	43	279	0	0	 26.700	 24.000	 25.323	 25.300	 25.000	 25.600	  0.512	0	
118	1	54	1977.625	2004.792	54	273	0	0	 30.000	 26.100	 27.659	 27.600	 27.200	 28.100	  0.740	0	
119	1	3	1999.792	1999.958	3	0	0	0	 26.700	 26.200	 26.467	 26.500	 26.200	 26.500	  0.252	0	
122	1	3	1961.042	1961.292	3	1	0	0	 25.700	 24.700	 25.233	 25.300	 24.700	 25.300	  0.503	0	
123	1	14	1980.958	2000.458	14	221	0	0	 28.100	 25.400	 26.393	 26.400	 25.700	 26.900	  0.785	0	
124	1	20	1963.375	2003.708	20	465	0	0	 26.300	 21.000	 25.330	 25.750	 25.000	 25.900	  1.138	0	
125	1	4	1981.208	1999.875	4	221	0	0	 27.200	 25.300	 25.975	 25.700	 25.300	 26.100	  0.900	0	
127	1	28	1981.208	2001.125	28	212	0	0	 26.800	 25.200	 26.011	 25.950	 25.700	 26.400	  0.449	0	
128	1	1	2000.375	2000.375	1	0	0	0	 26.700	 26.700	 26.700	 26.700	 26.700	 26.700	  0.000	0	
130	1	38	1978.708	1984.875	38	37	0	0	 28.500	 26.800	 27.629	 27.600	 27.300	 28.000	  0.449	0	
132	1	29	1977.958	1999.875	29	235	0	0	 28.300	 25.400	 26.500	 26.500	 25.900	 26.900	  0.628	0	
133	1	2	1997.125	1997.542	2	4	0	0	 26.900	 26.200	 26.550	 26.550	 26.200	 26.900	  0.495	0	
135	1	2	1999.875	2000.458	2	6	0	0	 26.600	  2.700	 14.650	 14.650	  2.700	 26.600	 16.900	0	
137	1	18	1999.208	2004.958	18	52	0	0	 28.400	 25.800	 27.133	 27.250	 26.300	 27.800	  0.804	0	
138	1	46	1982.292	1998.708	46	152	0	0	 16.100	 12.900	 14.674	 14.800	 14.200	 15.100	  0.726	0	
139	1	14	1992.208	1997.208	14	47	0	0	 32.700	 24.900	 28.100	 27.650	 26.500	 30.000	  2.528	0	
140	1	26	1979.208	2004.208	26	275	0	0	 30.900	 23.000	 28.323	 29.300	 26.900	 29.800	  2.134	0	
143	1	2	1998.958	2000.208	2	14	0	0	 27.500	 26.600	 27.050	 27.050	 26.600	 27.500	  0.636	0	
144	1	4	1996.792	2003.125	4	73	0	0	 26.600	 26.100	 26.300	 26.250	 26.100	 26.400	  0.245	0	
146	1	3	1998.958	2004.792	3	68	0	0	 27.400	 26.600	 26.933	 26.800	 26.600	 26.800	  0.416	0	
147	1	3	1992.708	1998.708	3	70	0	0	 13.800	 11.200	 12.100	 11.300	 11.200	 11.300	  1.473	0	
149	1	2	1999.875	2000.375	2	5	0	0	 27.500	 26.600	 27.050	 27.050	 26.600	 27.500	  0.636	0	
150	1	3	1999.708	2004.792	3	59	0	0	 27.900	 27.100	 27.367	 27.100	 27.100	 27.100	  0.462	0	
152	1	48	1957.042	1960.958	48	0	0	0	 25.700	 22.400	 24.175	 24.150	 23.600	 24.700	  0.714	0	
155	1	1	1980.458	1980.458	1	0	0	0	 26.400	 26.400	 26.400	 26.400	 26.400	 26.400	  0.000	0	
156	1	7	1998.792	2004.792	7	66	0	0	 28.300	 25.600	 27.114	 27.400	 26.300	 27.800	  1.017	0	
157	1	27	1970.542	1973.625	27	11	0	0	  9.800	  7.700	  8.485	  8.400	  8.100	  8.700	  0.535	0	
159	1	6	2001.625	2004.708	6	32	0	0	 27.500	 25.600	 26.483	 26.300	 26.100	 27.100	  0.694	0	
160	1	2	1972.208	1972.458	2	2	0	0	 28.100	 27.000	 27.550	 27.550	 27.000	 28.100	  0.778	0	
162	1	10	1975.875	1977.125	10	6	0	0	 27.600	 24.800	 26.810	 27.050	 26.700	 27.400	  0.906	0	
163	1	39	1983.625	1986.875	39	1	0	0	 28.600	 25.400	 27.303	 27.400	 27.000	 27.800	  0.690	0	
164	1	37	1983.792	1986.958	37	2	0	0	 29.600	 25.900	 27.914	 28.100	 27.400	 28.600	  0.850	0	
165	1	10	1969.625	1970.458	10	1	0	0	 28.500	 27.400	 27.830	 27.800	 27.500	 28.000	  0.350	0	
166	1	24	1972.375	1974.958	24	8	0	0	 23.000	 15.000	 17.946	 17.550	 16.300	 18.700	  2.138	0	
167	1	2	1980.292	1999.792	2	233	0	0	 30.700	 29.000	 29.850	 29.850	 29.000	 30.700	  1.202	0	
168	1	2	1967.208	1967.958	2	8	0	0	 24.700	 23.800	 24.250	 24.250	 23.800	 24.700	  0.636	0	
170	1	165	1951.042	1975.958	165	135	0	0	 29.500	 17.500	 23.896	 23.900	 22.100	 25.700	  2.770	0	
171	1	19	1967.042	1968.875	19	4	0	0	 28.100	 25.800	 26.842	 26.500	 26.200	 27.300	  0.785	0	
178	1	1	1992.292	1992.292	1	0	0	0	 32.600	 32.600	 32.600	 32.600	 32.600	 32.600	  0.000	0	
179	1	1	1971.208	1971.208	1	0	0	0	 21.100	 21.100	 21.100	 21.100	 21.100	 21.100	  0.000	0	
180	1	11	1962.208	1973.125	11	121	0	0	 27.400	 22.200	 24.809	 25.100	 23.200	 25.400	  1.615	0	
181	1	840	1876.042	1960.958	840	180	0	0	 29.800	 22.100	 26.451	 26.500	 25.300	 27.600	  1.393	0	
182	1	1	1978.042	1978.042	1	0	0	0	 17.000	 17.000	 17.000	 17.000	 17.000	 17.000	  0.000	0	
184	1	28	1961.958	1964.458	28	3	0	0	 28.300	 23.800	 25.968	 25.850	 24.900	 26.900	  1.284	0	
185	1	102	1989.625	2004.792	102	81	0	0	 38.800	 10.600	 29.164	 31.200	 23.500	 35.100	  6.900	0	
187	1	43	1963.875	1967.958	43	7	0	0	 34.900	 14.100	 25.921	 27.700	 21.100	 29.800	  5.594	0	
190	1	8	1971.708	2003.958	8	380	0	0	 28.800	 18.700	 26.387	 27.900	 23.600	 28.200	  3.522	0	
191	1	6	1982.208	1982.958	6	4	0	0	 30.900	 23.000	 26.750	 26.850	 23.700	 29.200	  3.248	0	
194	1	4	1993.208	1993.875	4	5	0	0	 26.600	 13.600	 20.325	 20.550	 13.600	 25.700	  6.776	0	
196	1	1	1966.375	1966.375	1	0	0	0	 25.700	 25.700	 25.700	 25.700	 25.700	 25.700	  0.000	0	
197	1	3	1977.292	1978.042	3	7	0	0	 16.500	  9.100	 13.767	 15.700	  9.100	 15.700	  4.061	0	
199	1	3	1982.708	1982.958	3	1	0	0	 31.800	 21.300	 28.033	 31.000	 21.300	 31.000	  5.845	0	
200	1	22	1998.292	2004.708	22	56	0	0	 29.200	 17.400	 21.632	 21.800	 18.300	 24.300	  3.476	0	
201	1	34	1977.292	1980.208	34	2	0	0	 36.200	 17.500	 28.421	 30.000	 22.100	 34.200	  6.238	0	
202	1	38	1979.875	1982.958	38	0	0	0	 35.000	 18.600	 26.937	 28.250	 21.400	 32.200	  5.475	0	
207	1	47	1992.125	2004.625	47	104	0	0	 28.400	 12.200	 21.928	 22.200	 18.500	 24.800	  4.102	0	
214	1	57	1999.792	2004.958	57	6	0	0	 37.100	 14.100	 26.970	 28.400	 20.500	 35.000	  7.800	0	
225	1	60	1956.042	1960.958	60	0	0	0	 37.500	 11.700	 25.252	 25.600	 17.400	 33.600	  8.449	0	
226	1	51	1956.042	1960.208	51	0	0	0	 37.200	 11.400	 24.800	 25.800	 16.700	 32.200	  8.542	0	
228	1	60	1956.042	1960.958	60	0	0	0	 36.900	 11.400	 25.447	 26.650	 17.200	 33.600	  8.644	0	
229	1	60	1956.042	1960.958	60	0	0	0	 36.900	 11.700	 25.445	 26.650	 17.800	 33.900	  8.562	0	
231	1	58	1956.042	1960.958	58	2	0	0	 36.900	 10.500	 24.386	 25.600	 15.800	 33.100	  8.687	0	
236	1	1134	1861.042	1960.958	1134	66	0	0	 27.300	  3.900	 17.063	 18.150	 11.400	 22.600	  5.932	0	
237	1	45	1977.042	1980.958	45	3	0	0	 33.300	  5.200	 19.676	 21.400	 10.100	 26.600	  8.749	0	
243	1	373	1952.042	2004.792	373	261	0	0	 14.100	-12.000	  2.954	  3.700	 -3.900	  9.700	  7.230	0	
247	1	16	1969.708	1970.958	16	0	0	0	 26.600	  6.400	 17.656	 18.850	 10.200	 24.200	  6.825	0	
249	1	24	1977.042	1979.208	24	3	0	0	 16.800	-18.600	  0.296	  3.350	-12.000	  9.900	 11.638	0	
253	1	2	1971.958	1985.042	2	156	0	0	  9.000	  8.300	  8.650	  8.650	  8.300	  9.000	  0.495	0	
254	1	119	1961.042	1970.958	119	1	0	0	 13.300	-16.200	  0.145	  1.700	 -8.900	  8.300	  9.051	0	
257	1	318	1955.375	1982.875	318	13	0	0	 19.400	-15.700	  4.425	  5.500	 -5.100	 14.000	 10.018	0	
259	1	124	1936.875	1999.542	124	629	0	0	 20.000	 -9.000	  6.925	  7.950	 -1.400	 14.500	  8.740	0	
262	1	9	1991.542	1994.458	9	27	0	0	 24.800	  3.000	 15.056	 16.000	  4.800	 22.900	  8.595	0	
263	1	214	1987.042	2004.958	214	2	0	0	 26.800	 -1.300	 13.821	 13.650	  6.400	 21.400	  7.899	0	
268	1	1	1999.708	1999.708	1	0	0	0	 15.100	 15.100	 15.100	 15.100	 15.100	 15.100	  0.000	0	
269	1	240	1951.042	1970.958	240	0	0	0	 26.300	 -1.100	 13.922	 13.250	  7.000	 20.900	  7.518	0	
273	1	26	1996.792	2004.958	26	73	0	0	 32.800	  2.600	 15.419	 12.350	  5.900	 22.300	  9.722	0	
275	1	816	1901.042	1970.958	816	24	0	0	 27.200	  4.900	 16.687	 16.050	 11.900	 21.900	  5.393	0	
277	1	1	1999.708	1999.708	1	0	0	0	 21.100	 21.100	 21.100	 21.100	 21.100	 21.100	  0.000	0	
279	1	1	1999.708	1999.708	1	0	0	0	 21.000	 21.000	 21.000	 21.000	 21.000	 21.000	  0.000	0	
284	1	12	1973.458	1974.375	12	0	0	0	 23.700	 10.100	 15.675	 14.350	 11.100	 19.700	  5.100	0	
287	1	68	1999.292	2004.958	68	1	0	0	 25.700	 -2.100	 13.207	 13.550	  7.100	 19.800	  7.851	0	
288	1	3	1998.625	1999.042	3	3	0	0	 18.200	 -2.100	  6.733	  4.100	 -2.100	  4.100	 10.403	0	
289	1	1	1998.125	1998.125	1	0	0	0	  1.500	  1.500	  1.500	  1.500	  1.500	  1.500	  0.000	0	
290	1	14	1998.542	2004.958	14	64	0	0	 26.000	  1.800	 14.936	 15.350	  9.400	 21.600	  7.401	0	
293	1	18	1998.625	2004.958	18	59	0	0	 24.900	  5.400	 17.206	 18.700	 12.100	 23.100	  6.211	0	
294	1	1	1998.625	1998.625	1	0	0	0	 16.400	 16.400	 16.400	 16.400	 16.400	 16.400	  0.000	0	
305	1	1	1998.958	1998.958	1	0	0	0	 -8.400	 -8.400	 -8.400	 -8.400	 -8.400	 -8.400	  0.000	0	
306	1	7	1998.958	2004.958	7	66	0	0	 19.800	-16.800	  3.471	  4.800	 -5.000	 10.000	 13.054	0	
311	1	60	1979.042	1998.958	60	180	0	0	 26.300	-14.400	  7.095	  7.500	 -6.000	 17.700	 12.568	0	
316	1	67	1999.208	2004.958	67	3	0	0	 25.100	 -3.300	 12.110	 11.500	  4.400	 19.600	  8.644	0	
317	1	1	1999.708	1999.708	1	0	0	0	 17.600	 17.600	 17.600	 17.600	 17.600	 17.600	  0.000	0	
