% File Generated: 02-Feb-2012 01:11:13
% Dataset Collection: World Monthly Surface Station Climatology
% Type: TAVG - Monthly
% Version: LATEST
% Dataset Hash: 67f81e232bae4826df3d06d1b8a40739
% 
% ------------------------------------
% 
% This file is a plain text export of a portion of the temperature data contained 
% in Berkeley Earth Surface Temperature Analysis.
% 
% The associated dataset name is shown above, while this file should have the 
% name
% 
% 	site_summary.txt
% 
% For general information about this data product, please refer to the associated 
% data set readme file: README.txt
% 
% The current file contains a brief summary of the geolocation data for stations 
% appearing in this dataset.  Information is presented in tab delimited columnar 
% format.  Primary temperature data, secondary data such as quality control 
% flags, and other metadata can be found in other files in the same directory and 
% should be distributed together.
% 
% In addition, the files:
% 
% 	site_detail.txt
% 	site_complete_detail.txt
% 
% Provide additional information detail regarding each site and may be used in 
% place of this file.  The current file is meant as a simple summary for user 
% convenience and only provides basic geolocation info.
% 
% The columns contained in this file are as follows:
% 
% 	Station ID: A unique integer identifying each station.
% 
% 	Latitude: The present day latitude of the station in degrees and decimal 
% fraction of a degree.  Latitudes run from -90 to +90, where negative numbers 
% indicate positions in the southern hemisphere.
% 
% 	Longitude: The present day longitude of the station in degrees and decimal 
% fraction of a degree.  Longitudes run from -180 to +180, where negative numbers 
% indicate positions in the western hemisphere.
% 
% 	Elevation: The reported elevation of the station in meters above mean sea 
% level.
% 
% 
% Note that these locations reflect present station position only.  Information 
% on historical site locations, if available, is provided in the file 
% "site_complete_detail.txt".  Information on the state name, country of 
% residence, various identification, and other station metadata can be found in 
% "site_detail.txt" or "site_complete_detail.txt".
% 
% 
% ------------------------------------
% Station ID, Latitude, Longitude, Elevation (m)
% 
1	 -90.0000	   0.0000	2835.00
2	 -90.0000	   0.0000	2850.00
3	 -89.9000	  45.0000	2835.00
4	 -89.8000	 -60.0000	2835.00
5	 -85.2000	 163.4000	2090.00
6	 -82.6000	-174.3000	  55.00
8	 -80.0000	 165.0000	  75.00
9	 -80.0000	 165.0000	  75.00
10	 -79.5000	  40.6000	3505.00
11	 -78.8000	 166.9000	  66.00
12	 -78.5000	 170.2000	  49.00
13	 -78.4000	-173.4000	  18.00
14	 -78.4000	  87.6000	3570.00
15	 -78.3000	-172.5000	  42.00
16	 -78.2000	-172.5000	  42.00
17	 -78.0000	 168.2000	  25.00
18	 -78.0000	 170.8000	  44.00
19	 -77.9500	 -38.6500	  32.00
21	 -77.9000	 -46.0000	-999.00
22	 -77.9000	 166.7000	 200.00
23	 -77.9000	 166.8000	 200.00
24	 -77.9000	 168.2000	  30.00
26	 -77.8000	 166.7000	 200.00
27	 -77.8000	 167.7000	  44.00
28	 -77.6000	 160.1000	1750.00
29	 -77.6000	 170.1000	  27.00
30	 -77.4000	 163.8000	 121.00
32	 -75.9000	 -84.0000	1054.00
33	 -75.3000	 -77.1000	 421.00
35	 -74.5000	 123.0000	3280.00
36	 -74.5000	 123.0000	3280.00
39	 -72.2000	 -60.3000	  91.00
40	 -72.1000	  96.6000	3140.00
43	 -70.6000	 -61.0000	 396.00
44	 -70.4000	  -2.5000	  56.00
45	 -70.3000	   2.5000	-999.00
46	 -70.0000	  12.9000	  24.00
47	 -70.0000	 134.7000	2500.00
48	 -68.2000	 137.5000	2105.00
49	 -67.8000	 -67.3000	   9.00
50	 -67.4000	 138.7000	1560.00
52	 -66.9000	 -60.5000	  50.00
53	 -66.9000	 163.2000	 520.00
54	 -66.7000	 139.8000	 240.00
55	 -64.8000	 -64.0000	   0.00
56	 -64.8000	 -63.5000	   8.00
57	 -64.8000	 -62.9000	  10.00
58	 -63.4500	 -57.0500	  10.00
59	 -63.4000	 -57.0000	   7.00
60	 -63.4000	 -57.0000	  52.00
61	 -62.9000	 -60.6000	  14.00
62	 -62.5000	 -59.7000	   5.00
65	 -60.3000	 -72.0000	 204.00
66	 -44.0000	 -70.4000	 729.00
68	 -36.9000	 -60.2000	 166.00
69	 -36.3000	 -61.1000	  92.00
70	 -34.8000	 -56.3000	  55.00
71	 -33.6000	 -78.7000	  30.00
72	 -33.5000	 -70.8000	 506.00
74	 -32.3000	 148.6000	 265.00
75	 -31.1000	 -61.6000	 100.00
77	 -29.9000	 -63.7000	 341.00
78	 -29.1000	 -59.2000	  39.00
79	 -26.7000	 -60.5000	  93.00
82	 -25.5000	 -54.9000	 236.00
84	 -24.6000	  26.5000	 946.00
85	 -24.2000	  25.9000	1005.00
87	 -20.8000	-138.6000	   3.00
97	 -13.7000	 -73.4000	3444.00
98	 -13.3000	  48.3000	  11.00
99	 -13.0000	 -58.3000	 385.00
103	  -9.3000	 124.9000	 125.00
104	  -9.2000	 124.4000	   2.00
105	  -8.6000	 118.7000	   2.00
106	  -8.6000	 120.4000	1170.00
109	  -8.0000	 112.7000	 526.00
110	  -7.9000	 110.9000	 104.00
111	  -7.3000	  12.9000	  15.00
112	  -6.7000	 106.9000	 300.00
113	  -6.6000	 106.9000	 171.00
114	  -6.5000	 106.8000	 250.00
118	  -6.1000	 106.9000	   2.00
119	  -4.7000	 136.4000	   3.00
122	  -4.3000	  15.3000	 290.00
123	  -3.4000	 116.2000	  18.00
124	  -3.3000	  17.4000	 340.00
125	  -2.9000	 132.6000	 130.00
127	  -2.7000	 110.7000	  25.00
128	  -2.6000	 120.4000	  50.00
130	  -2.5000	 140.7000	   3.00
132	  -1.9000	 136.2000	   3.00
133	  -1.4000	 120.7000	   2.00
135	  -1.0000	 114.9000	  60.00
137	  -0.9000	 122.8000	   2.00
138	  -0.2000	 -78.5000	2800.00
139	   0.0000	   0.0000	   0.00
140	   0.0000	 111.8000	  48.00
143	   0.9000	 112.9000	  53.00
144	   1.0000	 120.8000	   2.00
146	   1.1000	 104.1000	  24.00
147	   1.3000	 -78.9000	  40.00
149	   2.1000	 117.4000	  26.00
150	   2.9000	 117.3000	  50.00
152	   3.8000	  12.2000	 671.00
155	   4.2000	 126.7000	   9.00
156	   4.3000	  96.1000	   0.00
157	   4.5000	 -75.5000	3265.00
159	   5.2000	  97.2000	  87.00
160	   5.3000	 -74.7000	 172.00
162	   6.8000	  44.3000	 450.00
163	   7.1000	 125.7000	  25.00
164	   8.6000	 123.4000	   5.00
165	   8.9000	 -75.7000	  26.00
166	   9.1000	  36.6000	1950.00
167	   9.9000	  76.2000	   3.00
168	  10.7000	 -61.6000	  13.00
170	  12.9000	  23.3000	 900.00
171	  13.2000	 -87.4000	   3.00
178	  15.3000	 104.9000	 127.00
179	  16.8000	 -93.1000	 536.00
180	  17.1000	 -61.8000	  10.00
181	  17.7000	 -65.7000	  56.50
182	  18.4000	 105.9000	   3.00
184	  18.6000	 -68.3000	 100.00
185	  18.6000	   5.8000	 411.00
187	  20.5000	  16.2000	 776.00
190	  21.4000	  92.0000	   4.00
191	  21.7000	  39.2000	   8.00
194	  22.0000	  50.9000	 145.00
196	  22.3000	 114.2000	  66.00
197	  22.4000	 103.8000	1581.00
199	  23.6000	  58.3000	-999.00
200	  24.1000	 -57.1000	  80.00
201	  24.2000	  55.5000	 225.00
202	  24.4000	  54.5000	   5.00
207	  24.8000	 -58.8000	-999.00
214	  26.5000	  49.8000	  12.00
225	  29.1000	  48.2000	   2.00
226	  29.2000	  48.0000	  46.00
228	  29.3000	  47.9000	  21.00
229	  29.3000	  48.0000	  11.00
231	  29.9000	  47.7000	  47.00
236	  31.8000	  35.2000	 810.00
237	  32.2000	  65.1000	-999.00
243	  33.0000	  96.6000	3703.00
247	  33.5000	  36.2000	 729.00
249	  33.9000	  68.0000	3130.00
253	  34.9000	  -1.3000	 805.00
254	  35.1000	 100.3000	3289.00
257	  36.0500	  94.5500	2808.00
259	  36.6000	 109.8000	2295.00
262	  37.2000	 -80.4000	 654.00
263	  37.3000	 -78.0000	 358.00
268	  38.4000	  66.5000	 840.00
269	  38.7000	  48.8000	   0.50
273	  39.4000	  53.1000	 -14.00
275	  39.6000	   2.7000	  45.00
277	  40.1000	  67.8000	 392.00
279	  40.7000	  72.3000	 477.00
284	  41.1000	   8.3000	 115.00
287	  41.6000	  25.4000	 243.00
288	  41.6000	  43.0000	 982.00
289	  41.6000	  69.1000	 444.00
290	  41.7000	  44.8000	 403.00
293	  42.3000	  42.6000	 116.00
294	  42.3000	  43.0000	 541.00
305	  42.9000	 100.2000	1494.00
306	  42.9000	 133.9000	  34.00
311	  43.2000	 107.2000	 914.00
316	  43.8000	  22.9000	  33.00
317	  43.8000	  57.5000	  70.00
324	  44.4000	 108.8000	-999.00
326	  44.6000	  98.7000	2103.00
327	  44.8000	  56.8000	 124.00
